Molecule	Protein	UniProt	Gene	C1	C2	C3	C4	C5	C8	C9	C11	C14	C15	C16	C17	C18	C19	C20	C21	C24	C25	C26	C27	P1	P2	P4	P6	P9	P11	P13	P17	P18	P19	P20	P21	P24	P25	P27	P28	P29	P30	P31	P32
5006-71	MK13	O15264	MAPK13	625.3	476.7	962.7	559	426.5	427.5	374.5	412.1	375.9	296.2	604.2	279.3	383.8	397.9	282.2	641.5	292.1	399	396.7	250.2	297	311.1	416.2	354.8	326.9	388.1	585.9	438.5	277.8	348.2	308.1	381.5	330.7	441.4	469.1	414.8	333.8	388	409.5	436
5007-1	MAPK14	Q16539	MAPK14	2200.6	1911.4	2188.9	2118.5	1818.8	2259.7	1507.5	2556.7	2881.2	3108.9	3972.2	2626.4	2350.9	2296.7	1392.3	2314.1	3166.1	3088	4221.4	1943.3	1902.6	1790.4	1638.2	1347.9	1701.1	2537.7	2767.5	5137.1	2211.8	2135.8	2318.7	1403.7	2653.9	2507.2	1635.1	3563	1375.6	2377.8	3351.5	1983.3
5008-51	Mn SOD	P04179	SOD2	37995.9	33438.2	48926.4	28074.9	48983.5	27981.3	26137.8	35989.3	34550.4	27010.1	28392.9	17505.5	34521.4	35815.7	22106.9	37795.7	22264.5	18812.2	23612.5	28228.1	25989.1	31149.4	46747.2	34054	28853	47985.1	28897	23849.5	24665.3	34674.4	22814.5	16612.2	23394.3	35213.9	42060.7	44759.9	34582.4	34075.4	44641.8	36392.5
5009-11	Moesin	P26038	MSN	1329.5	1128	2303.1	1593.5	1787.3	1411.4	981.6	1158.3	1100.6	1049	3339	838.3	863.6	1099.4	1060.4	6330.3	770.1	1295.6	1213.2	729.5	928.1	853.9	1690	883.1	825.5	1948.6	1498.2	1215.1	1010.6	939.1	1189.4	976.6	859.9	1203.8	994.5	3161.9	861.3	866.5	1203.6	1077.2
5011-11	PBEF	P43490	NAMPT	3103.7	1854.4	5037.7	1896.2	2134.7	1822	1831.9	1912.4	1599.8	2480.1	2182	2188.2	6799.1	1465.5	1638.7	2883	2075.3	1500.2	2356.9	1635.8	1392.2	2755.2	4397.4	2314.4	1859.5	1766.9	1889.3	1881.4	1418.9	1576.1	1853.4	3445.6	1444.3	1546.3	1835.2	2241	2688.1	1464	1826.7	2729
5012-67	"Myokinase, human"	P00568	AK1	38531.1	28181.4	33263.4	33037	32250.6	62914.5	27409.2	23055.8	31658.1	29368.4	58077	26057.6	21128.6	19982.5	23487.7	38539.4	22585.2	19762.2	33693.7	18254.9	26167.7	22280.3	20152.1	18562.1	18395.8	35592	51377.2	45896.3	20883.8	31571.3	24925.9	27374.8	25832.9	25679.2	33534.1	38419.1	17850.2	31701.8	40979.3	32584.7
5013-2	NCC27	O00299	CLIC1	19761.8	18288.3	29008.1	23960.4	16575.8	24872.7	20021	36208.7	35064.1	31626.9	52997.4	36255.9	20126.2	24220.7	9998.4	43130.5	35165	28992.5	47897.9	20317.8	18838.5	15908.2	13315.3	9048.2	21356.6	36430.5	32547.9	52252.8	22596.6	21871.8	26777.3	10633.3	22439.6	23575	12540.2	53651.4	10820.4	23224.3	33899.5	18776.6
5014-49	NCK1	P16333	NCK1	730.1	719.8	1456.7	661.6	1093.7	659.3	634.8	918.7	1029	588.9	1196.2	663.1	651.1	819.4	543.4	1531.6	620.6	577.1	792.7	791.2	582.5	609.9	689	505.5	647.7	849.2	1064.5	820.5	548.6	627.9	553	853.2	588.4	872.3	686.9	963.3	587	600.3	953	663.7
5015-15	PAFAH	Q13093	PLA2G7	26039.2	19239.7	38086.2	37871.6	30265.5	27561.1	41269.9	34545	31891.8	27907.6	24600.1	37409.8	19694.8	34345.2	25638.2	35404.2	20385.2	31063	25267.2	42847.6	25213.2	37785.6	46717.3	23005.1	21366.1	28503	26562.3	35832.1	36119.7	20406.7	27294.9	32030.8	34376.7	31784.5	29480.9	39166.2	29667.1	28075.1	44566.2	32501.3
5017-19	Peroxiredoxin-5	P30044	PRDX5	307.8	778.8	619.4	301.1	378.9	414	289.2	398.3	289.2	272.3	480.2	276.4	295.9	316.9	233	562.4	287.1	309	351.5	219.3	245.6	272.6	362.3	250.5	295.6	334.1	415.9	335.1	257.5	411.1	283	265.3	284.8	495.7	261.2	392.5	273.9	278.5	424.6	310.6
5018-68	Peroxiredoxin-6	P30041	PRDX6	45915.5	37206.4	37557.7	37419.7	34157.2	57145.5	34262.5	35019.6	43621.4	42207	64648	40424.6	31802	35881.3	26387.5	46301.7	41736.2	37603	49658	32325.5	32086.9	33453.2	30108.6	29845.4	27531.4	48745	53510.9	72008.6	42423.1	43650.1	37535.8	34444	37412.2	35672.9	37490.4	55913.2	28967.6	41338.3	50541.1	45545.1
5019-16	PGP9.5	P09936	UCHL1	921.6	953	1129.8	1719.3	3145.1	989.6	909	1242.9	1057.7	1256.7	1583.2	931.5	1006.1	1072.6	776	1927.2	953.9	1017.8	1310.1	880	904.6	919.3	896.8	800.4	816.4	1152.1	1238.7	1499.1	896.6	972	1627.3	852.7	1067.8	1088.6	696.6	1331.7	801	1049.9	1284.3	1105
5020-50	phosphoglycerate kinase 1	P00558	PGK1	2958.2	2943.6	4975.2	3041.9	2551.7	3638.6	2024.9	3623.8	3274	4680	6766.2	2670.6	3185.3	3221.2	2594.7	8579.9	3276.5	2915.9	4428.9	2136.7	2289.7	2236.1	2684.7	2395.1	2206.5	3862	6543.1	4178.7	2435.2	3421.6	3599.8	3156.6	3389	3191.2	2098.2	3152.9	2713.8	5314	3272.3	3218.6
5021-13	PPase	Q15181	PPA1	5433	3834.2	7479	4372.9	2582.2	5729.3	2246.2	3986.8	4446.8	3959	14529.8	2681.1	2485.8	3763.6	4077.8	29706.9	1849.8	2071.8	3312.4	2189.7	4448.9	2473.4	2025.9	3349.8	2378.7	3580.8	9650.3	4951.4	2150.8	4650.7	4875.8	3279.5	2625.6	2372.8	2773.6	3012	4010.6	2913.2	3506.3	4165.2
5023-23	PUR8	P30566	ADSL	10227.1	5084	8906.2	7325.9	12781.6	20448.2	10686.2	8637.2	12456.4	9221	19590.2	8476.1	7309.1	6809	7018.6	17846.7	6327.8	5926.1	7681.2	5636.9	7410.3	9071.2	8013.9	8415.8	7094.3	10597.6	18547.3	13881.6	10120.9	12860.5	10417.1	9676.7	8238.1	8248.1	12141.3	17040.2	6178.3	9815.9	16420.1	12181
5024-67	Rb	P06400	RB1	3009.1	2677.7	5845.3	2752.6	3727.7	2528.4	3295.7	3618.3	2727.3	2089.3	4418.6	1528.7	2037.5	2932.5	1750.4	6881.3	1964.6	1768.9	2847.7	1424.2	1727.7	1954.2	4213.3	1994.3	2306.1	2623.3	3069.9	2283.6	2408.2	2364.1	1825.6	1610.7	1949.8	3254.7	2420	3250.6	2854.7	2465.5	2866.5	2838.1
5026-66	RS3	P23396	RPS3	378.8	385.8	1311.9	338.4	359.5	384	323.8	412.9	360.4	345.4	742.2	270.1	347	366.7	237.4	516.3	313.8	313.8	422.9	264.3	303.7	286.8	326.1	293.8	302.2	449.8	611.5	494.9	252.5	338.6	330.8	305.8	319.5	405.1	249.8	410.9	317.4	349.5	428.1	362
5028-59	sCD163	Q86VB7	CD163	3678.1	2719.5	2266.4	2541	3625.7	1950.2	2237.8	3361.7	1697.8	1801.9	1855.2	1898.8	2902.5	2446.6	1936.9	2461.7	2275	2214.3	2738.1	2441.3	2230.2	2416.4	2891.8	4085.4	2481	1923	1573.2	3359.5	2617.6	1954.6	2792.7	2142	3684.6	2302.7	1502.7	2239.5	2195	2984.3	2015.9	2713.7
5029-3	SEPR	Q12884	FAP	834.9	975.5	1262.6	887.4	987.6	944.3	864.1	965.2	748.1	873	1167	651.8	987.7	1355.8	803.8	1306.1	712.2	704.9	1028.5	775.5	879.1	1368.8	1002.2	1147.8	791.3	884.2	1033.2	1096.7	854.2	1020.9	676.9	739.8	1048.9	1118.5	786.2	792.6	1070.2	896	1065.8	1144.6
5030-52	SIRT2	Q8IXJ6	SIRT2	5608.4	5792.3	7502.1	6549.3	6494	5930.8	6216.3	5931.8	5272.7	4501.4	8026.3	4143.4	5367.7	15146.9	3725.7	6724.1	7335.2	6161	6955.5	4545.9	4995.2	4814.1	5630.8	3826.1	4989.3	6362.6	6544	9240.1	3281.3	5347.1	18011.5	5201.6	5843.8	81117.6	4206.4	7037.9	5768.5	4506.7	4944.9	4132.2
5031-10	SPTA2	Q13813	SPTAN1	330.2	353.8	624.1	366.7	384.2	355.2	324.6	391.7	278.1	294.9	542	252.2	292.2	327.5	261.2	660.9	274.4	267.3	332.2	213.2	265.3	308.6	367.9	304.3	309.4	353.6	464.8	333.7	283.3	327.4	282.9	296.3	300.1	395.6	283.7	374.7	291.9	295.9	374.1	329.9
5032-64	SSRP1	Q08945	SSRP1	458.7	474.4	816.2	458.5	593.5	5974.6	500.1	523.1	463.8	382.1	687.6	350	483.1	437.7	345.1	823.9	382.3	384.6	439.5	318.9	363	403.5	740.6	430.9	469.3	499.9	672.8	464.9	362.6	425.6	442.2	461.5	367.1	561.2	348	6802	423.5	416.3	510	457.9
5033-27	Tropomyosin 1 alpha chain	P09493	TPM1	1321.8	1294.1	2563.8	1266.9	1314.6	1881.1	1642	1636.1	1336.3	1184.6	2563.3	943.9	1162.3	1381.2	1045.6	3558.7	1172.2	5541.2	1323	910.3	983.3	1223.6	1660.5	2226.7	1267.3	1376.3	1916.1	1288.9	1047.9	1265.8	1413.7	1166.7	1096.6	1587.5	908.8	1504.5	1475.7	1298.4	1478	1299.9
5034-79	Trypsin 2	P07478	PRSS2	1799.4	132.3	1456.5	1930.7	1478.6	2134	1717.6	2062.8	1887.8	2504.3	683.7	953.2	1729.1	1739.5	423.8	1687.6	1973.9	815.7	1035.6	883.6	2912.1	1763.4	1522.1	1628.1	3219	2567.6	1491.3	1221.3	1526.8	2301.8	1026	957.4	945.1	1502.7	3100.7	3051.1	1954.1	1790.5	1603.7	3105
5035-7	TS	P04818	TYMS	335.5	386.9	725.9	335.2	447.8	344.2	333.5	448.1	321.7	388.3	447	280.1	363	347	284.1	543.7	296.4	405.4	321.2	304.7	270.8	351.3	392.8	355.8	342.2	369	477.1	334.4	299.4	325.9	323.3	438.9	314.8	438.9	279.4	405.3	622.4	358.4	419.2	381.8
5036-50	TSG-6	P98066	TNFAIP6	1050.2	888.1	1854.1	1338.2	1075.2	752.8	1909.1	1030.3	1746.7	1429.4	762.1	1298.5	1132.5	901.9	1421.8	1428.6	1313.7	1554.9	1373.8	1366.8	801.1	1506.8	2092.3	667.8	1266.8	950	1160.9	1392.9	889.3	1205.7	1384.8	1784.5	1850.5	1201.2	1064.3	1345.5	1452.1	1568.8	1482.6	1514.7
5060-62	B7-H1	Q9NZQ7	CD274	926.4	976.8	1711.9	1382.7	1166.6	944.4	1561.1	1120	953.6	1210.3	1280.2	1584.8	878.6	997.1	905.9	1565	939.1	783.5	1000.7	853.2	970.3	944.2	1123.9	1255.7	963.5	1112.3	1301.4	10742.5	1007.5	834.4	993.4	912.7	1006.8	1622.1	1108	1167.1	1049.6	894.7	1235.9	1016.9
5061-27	B7-H2	O75144	ICOSLG	5247	5049.4	6653.8	5555.2	4880.4	5389.8	5220.5	5316.9	4492.9	5840.2	6284.3	4679.7	4216.7	4990.9	3715.3	6569.8	5692.5	5319.6	6758.2	4480.4	4630.5	4330	5276.9	5082.1	3840.1	4591.7	6661	7690.6	5523.1	4839.9	4952.7	5041.9	5100.8	6853	4774.9	6463.5	4835.9	5529.3	5334.7	4242.8
5062-60	CD226	Q15762	CD226	1396.6	1435.5	2756.7	1362.5	1703.6	1505.9	1530.5	1710.5	1291.1	1275.8	2099	1047.6	1235.9	1526.6	941.4	2691.6	1168.1	1123.4	1330	958.3	1006.7	1200.2	1496	1616.7	1216.4	1605.8	1919.3	2165.3	1061.8	1407.3	1110	1098.9	1206.4	1679.2	927.4	1682.9	1307.5	1236.3	1499	1389
5063-12	CD244	Q9BZW8	CD244	111.1	106.7	162.7	110.9	137.6	107	108.4	129.9	102.5	105.3	139.4	89.8	107.8	111.4	118.6	134.5	103.3	113.2	114.1	97.4	89.6	119	123.6	110.8	102.2	113.9	122.9	122.7	101.8	108.5	107.9	113.6	112.7	126.9	102.6	122.2	129.2	111.2	123.4	118.1
5065-8	CD83	Q01151	CD83	324.9	221.8	354.2	291.4	300.5	264	239.3	231.8	216.3	190.2	302.9	197.5	220.4	213.6	187.5	334.3	208	943.3	322.8	153.1	473.6	232.9	211.8	261.9	251.3	295	309.9	304	258.1	267.6	249.5	222.8	363.6	290.7	176.7	306.2	191.4	170.7	212	221.4
5066-134	CLM6	Q08708	CD300C	3040.8	2805.9	2822.3	3026.6	2797.2	2654.2	3257.8	2652	1727.4	2573.1	2657.2	2423.5	2151.3	2343	1942.4	2426.4	2062.4	2144.3	1859.2	1575.8	2664.4	2219.6	2407.9	2795.7	2337	3357.2	2784.1	3256	3080.6	2562.1	2901.3	4037.6	3131.2	2960.1	2284.1	2547.8	2583.9	3400.9	1956.4	2269.1
5069-9	DAF	P08174	CD55	11298.4	10141	11503.7	10603.1	12505.3	9118.9	10142.6	13428.5	10384.2	10732	8844.7	12024.5	10331.6	9993.1	10061.8	13087.9	8957.8	10793.9	11346.6	9541.5	11465.2	9889.6	11085.4	10783.8	12760.5	15209.7	13059.3	12118.3	11295.9	12882.1	9497.1	11535.1	13070.1	14031.4	12829	14583.8	12621.4	15912.9	10875.6	13593.8
5070-76	DcR3	O95407	TNFRSF6B	545.8	532.3	987.3	563.6	859.3	567.2	491.6	644.1	493.7	458.3	757	412	501.8	542.4	401	922.2	427	431.6	513.1	353.5	507.6	468.9	595.7	542.9	620.1	571.9	927.9	501.8	441.7	499.4	451.4	516.1	461.4	682.7	412.1	659	484.6	480.4	576.5	526.1
5076-53	EPHAA	Q5JZY3	EPHA10	237.3	228	354.8	220.6	230.6	314	194.5	239.4	186.6	196.2	301.9	192.6	183.5	179.4	170.1	297.6	203.1	237.9	246.2	158.7	181.8	242.4	205.6	194.1	235	264.9	280	214.1	174.4	206	205.7	260.9	176.7	241.1	179	300.3	155.2	177.4	246.3	210.5
5078-82	EphB6	O15197	EPHB6	938.4	857.5	1059	965	1147	1005.3	996.3	1119	972.6	1406.8	892.2	1035.6	973.4	1022.6	1027.7	1226	991.4	1127.4	1071.6	952.9	1049.3	1102.7	1382.5	1124.9	955.9	1405.8	1274.9	994.1	837.1	1093.8	1073.1	1201.6	1375.9	1256.5	1101.5	1332.7	1174.4	1298.7	1105.3	1056.2
5082-51	IL-1 sR9	Q9NP60	IL1RAPL2	913.5	1396.9	1651.5	946.4	1226.2	945.7	783.3	1080	807.7	753.7	1325.4	742.7	770.1	927.3	642.4	1686.1	700.6	738.8	912.7	580.8	657.4	770.7	1079	1093	795.6	905.2	1241.3	949.8	795.8	871.4	800.2	743.3	721.2	1072	757.6	1036	808.9	830.3	942.5	901.5
5085-18	IL-20 Ra	Q9UHF4	IL20RA	340.7	335.7	539.6	302.9	318.9	329.8	316.9	390	282.1	434.2	448.4	289.6	289.7	301.1	247.3	450.7	264	282.8	345.4	411.5	280.2	285	332.3	284.7	309	342	446.3	432.7	285.8	338.4	281.5	290.6	277.3	401.9	271.6	394.8	286	293.3	356.2	303.4
5087-5	IL-22BP	Q969J5	IL22RA2	1005.7	1562.2	1660.5	1180.6	1307.1	1254.5	1304	1016.4	1337.6	1105.1	1465.8	872.5	1027.1	1736.2	1265	1302.6	1490.9	1416.2	1291.1	1528	1046	1057.3	1619.8	1419	935.7	1346	1478.6	1913.9	1249.6	1574	1097.6	1227.4	1140.7	1826.9	761.8	2066.9	2206.1	1327.6	1850.9	1157.1
5088-175	IL-23 R	Q5VWK5	IL23R	1777.8	2220.7	2715.5	1836	2222.8	1869	3952.9	2021.2	1808.8	1699.9	2932.4	1507.6	1539.6	1764.4	1444.4	2340.7	1971.6	2711.1	1980.4	1459.7	1402.3	1707.5	1848.9	1451.2	1557.9	2191.6	2366	2447.3	1565.6	1563.1	1782.5	1594.4	1722.6	2168.6	1666	2231.1	1381.4	1630.9	2189	1739
5089-11	IL-7 Ra	P16871	IL7R	493	479.4	912.9	483.3	596	693.7	424.2	528.1	418.1	401.2	722.4	364.6	407.6	483.8	341.5	794.1	357.7	353.6	430.9	318.5	344.8	447.5	551	416.7	415.4	481.2	600.1	477.1	404.5	431.3	398.8	400.2	400.2	586	356	504.9	447.4	427.3	504.1	529.4
5090-49	ILT-2	Q8NHL6	LILRB1	3054.3	2505.3	2252.9	3042.7	2719	2996.4	1331.6	2722.2	2107.2	1602.2	1823.8	2175.5	2140.2	1900	2240.8	1932.1	1881.2	2563.8	1820	2771.7	2450.6	1148.3	3077	2635.9	2194.8	2472.3	1956	2700.9	2504.6	2318.9	1909.5	1983.8	2601.7	1360.2	2100.5	3476.2	2223.4	2124.2	1826.1	2780.4
5091-28	ILT-4	Q8N423	LILRB2	18313.5	9044.2	6822.6	8769.5	7067.7	7182	9310.5	8669.2	5256.4	4630	4993.7	5825.8	7803.8	6718.3	5526.2	5139.9	5504.6	5899.4	5490.1	6475.3	5831.5	7685.5	8255.7	8357	6602	7219.4	6327.7	8604.7	8632.6	7435.6	8055.9	3182.6	9936.5	7211.4	6864.1	8148.5	6030.8	5808.2	6654.8	6978.3
5092-51	JAG1	P78504	JAG1	1400.4	1477.1	1568.3	1439.4	1435.6	1294.1	1381.5	1388.6	1321.2	1332.2	1427.1	1467.8	1565	1499	1281.3	1935.8	1454	1337.7	1342.8	1345.1	1113.1	1220.4	1595.7	1620.4	1393.1	1740.2	1748.5	1403.9	1325.1	1523.3	1532.9	1524.8	1703.9	1702.4	1379.8	1587.4	1522.2	1486.7	1679.8	1703.1
5093-47	JAG2	Q9Y219	JAG2	480.4	1311.4	1042.9	468.9	564.2	1711.8	958.5	626.8	423.8	442.1	1060.6	416.5	457.2	502.4	349.8	944.8	371.1	884.2	475.6	303.9	402.7	401.1	475.9	394.6	570.4	1661.8	690.7	501.6	511.6	419.2	429	394.8	361.4	659.9	398	591.3	389.7	394.6	526.8	468.2
5094-62	JAML1	Q86YT9	AMICA1	709.7	484.4	989.1	444.8	644.3	529	435.4	626.3	961.9	407.9	732.8	344.4	473.4	552.2	374.2	939.1	440.2	342.4	450.1	317.6	381.1	422	553.5	385.2	472	2615.2	650.1	423.6	413.1	452	368.6	418.1	535.8	611.1	381.3	573.4	474.9	460.4	536.1	469.3
5095-21	KI2L4	Q99706	KIR2DL4	940.7	731.7	1099	676.1	965.6	815.9	650.4	748.2	652.8	637.7	1168.4	561.2	796.2	586.2	503.9	1064.9	640.1	645.1	793.6	604.5	574	636.5	741.7	703	862.6	1201.8	1085.2	1271	670.5	884.6	590.3	621.3	789	919.2	582.7	850.1	674.9	640.6	760.7	907.1
5096-51	KI3L2	P43630	KIR3DL2	393.4	426.6	842.7	389	590.5	461.7	347.2	510.9	374.3	336.2	623.3	335.3	339.9	375.5	317.5	661.9	310.4	524.1	452.6	357.2	361.5	376.9	468.7	369.3	391.3	456.4	639.4	1485.9	333.2	364.8	361.4	407.3	469.4	553.8	381.4	614.2	344.7	381.2	553.1	471.1
5097-14	KI3S1	Q14943	KIR3DS1	642.8	710.9	1593	602	781.5	1234.2	607.1	961.8	605.8	527.5	1126.6	578.8	680.8	728.1	498.3	1296.4	526.9	574.4	690.3	452.6	545.8	574.1	694	576.8	693.2	766.8	1063.7	766.4	512.7	632	602.4	568.9	679.5	945.6	488.7	860.1	551.3	592.8	826	687
5098-79	KLRF1	Q9NZS2	KLRF1	612	606.1	1050.7	532.5	656.5	577.5	505.4	668.4	482.6	443.4	808.4	384.7	443.5	593.7	390.1	1036.4	429.8	410	532.9	354.9	411.9	482.8	635.9	463.8	502.4	536.8	723.1	511.5	462.1	525.7	454.2	426.6	471.2	2521.1	442.7	617.9	480.9	492.6	615.8	531.7
5100-53	LIMP II	Q14108	SCARB2	469.2	512.2	964.6	450.3	600	510.2	416.3	660.2	428.6	434.8	717.1	388	529.3	493.8	377.1	829.9	402.2	400	474.2	344.1	510.5	421.8	505.3	414	513.3	546.5	753.2	484	395.7	450.8	408.9	502.9	644.9	653	365.9	583.8	419.5	467.6	601.6	504
5102-55	MICB	Q29980	MICB	435.1	363.9	426.7	354.3	634.8	342.6	348.1	311.7	288.7	389.8	334.8	309	314.9	351	311.1	533.2	420.8	303.1	709.1	383	249.4	255.8	353.1	420	466.6	411	477	414.2	340.6	313.5	377.7	386.4	842.9	610	305.2	372.8	519.3	553.2	508.4	571
5103-30	MO2R1	Q8TD46	CD200R1	1922.1	797.5	1371.7	702.5	994.7	728.9	784.3	872	691.2	569.1	1076.7	524.1	634.3	786.6	585.1	1307.6	625.2	640.8	699.3	521.6	560.9	618.3	887	611	712.4	706	989.4	697.4	539.9	701.1	551.1	567.3	7643.3	836.3	552.9	860.2	669.5	764.7	841.4	654.3
5105-2	Nogo Receptor	Q9BZR6	RTN4R	2644.5	1462.9	1863	1735.5	2941.6	1854.3	1928.4	2403.7	1813.3	1009.4	1736	1898.8	1866.6	1214.6	1333.2	2499.9	2001.4	1559.1	1661.4	1062.5	1989.4	1388.2	2567.4	2215.3	1118.5	2138.9	2432.2	1391.6	1543.8	2840.7	1513.7	1912	1480.6	2999.5	1256.8	2190.7	1291.7	2101.3	1750.3	1861.7
5106-52	NOTC2	Q04721	NOTCH2	417.1	447.6	868	410.4	515.2	448.1	369	547.3	398.6	429.5	603.4	361.3	665.3	409.9	336.6	665.7	350.2	382	442.8	285.5	406.2	433.4	476.7	422.5	417.8	620	567.8	404.8	323	542.7	341.4	382.9	409.6	572	325.3	848.6	394.1	468.2	478.4	395.5
5107-7	Notch 1	P46531	NOTCH1	18395.1	16788.7	18467.3	18199.5	18433.6	17424.4	17538.6	17217.6	17067	17887	15900.4	15808.8	17593.8	17194	14671.6	15294.7	17349.8	17141.9	16559.9	17163	17058.5	17810.6	20725.8	17823.4	17977.3	20496.4	16392.1	18210.6	16700.6	17259.9	16103.4	19618.3	19471.8	18699.1	18116.4	20505.4	19079.2	18827.3	18156.8	19401
5108-72	Notch-3	Q9UM47	NOTCH3	41166.9	36938.9	49704.6	34209.1	42163.5	36874.8	33723.7	48218.8	39605.8	44350.8	33682.2	34447.3	47811.7	40111.1	44426.6	38447.6	36521.4	36298.8	35703.7	46250.2	46357.5	39779.2	52775.6	40622.6	37730	51262	35048.8	45246.9	36597	47335.3	37234.5	43773.1	49786.7	32893.7	47905.8	43209.3	46907.7	41264.1	47379.6	40472.2
5109-24	Nr-CAM	Q92823	NRCAM	539.8	524.2	549.3	474.1	633.4	532.2	415.3	444	385.2	545.9	537.1	348.3	498.6	606.9	340.6	686.6	558.3	485.2	498.5	466.4	428.2	475.3	611.9	473.2	409.6	517.5	499.6	446.8	354.6	498	501.1	620.9	538.5	509.3	376.7	515.8	549.6	388.8	496.8	450.5
5110-84	NRX1B	P58400	NRXN1	302.7	330.4	495.2	289.6	323.9	307.4	256.7	314.9	262.1	271.2	345.7	2037.2	268.7	263.9	223.8	405.1	262.6	285.3	300.8	222.6	272.5	290.4	338.9	263	282	315.3	386	1245.9	243.1	294.1	375.6	289.3	405.3	353.6	253.8	338.1	274	376.2	319.7	334.1
5111-15	NRX3B	Q9HDB5	NRXN3	4248	3166.2	4683.4	3696.8	4101.4	3471.3	3678.9	4366	3606	3537.4	3084.7	3551.5	3343.3	3637	2932.2	4004.9	3786.2	3712.7	3334.9	2943.1	4330.2	3302.6	4220.6	4128.3	3574	4771.1	4309.4	4120.7	4520.2	3964.5	3569.3	3766.6	4746.1	4643.2	4344.2	5422.5	3664.7	4363.4	4978.2	3577.7
5112-73	OX2G	P41217	CD200	1869.1	1880.8	3149.7	1776.7	2053.1	1828.5	2023.3	2169.3	1723.6	1761	2692	1308.5	1649.6	2082.8	1368.6	3872.1	1603.9	1532.8	1806.7	1222.5	1356.9	1522.8	2216.3	1802.8	1790.2	2037.8	2384.6	1737.1	1539.3	1760.4	1506.4	1563.6	1774.1	2207.5	1552.2	2257.9	1907.9	1740.7	2121.1	3197
5114-65	Prolactin Receptor	P16471	PRLR	2460.8	2214.9	4050.4	2188.5	2567.2	2267.7	2107.7	2605	1909.5	2830.3	4019.3	1523.6	1734.4	1972.3	1648	5723.4	1621.2	1689.3	2148.4	1351.9	1527.8	1855.7	2531.5	1732.6	1925.3	5176.4	3118.7	2059.7	1870.9	2221.8	1779.7	1742	1823.7	2376.7	1938.7	2508.3	1919.8	1758.5	2218.3	2182
5116-62	ROBO2	Q9HCK4	ROBO2	1716.4	1706.3	2368.6	2075.9	1659.1	1814.5	1372.1	1621.9	1649.2	1648.1	1486.5	1400.6	1928.8	2175	1491.8	1576.5	1538.7	1558.7	1649	1611.4	1751	1705.5	1939.8	1982.7	1432.3	1984	1917.9	1877.1	1631.1	1802.2	1518.1	1869.9	2282.2	1640.1	1604.5	1966.2	1586.3	1629.6	2041.4	2047.3
5117-14	ROBO3	Q96MS0	ROBO3	484.5	530.8	831.1	639.4	526.1	548	552.5	546.7	523	435.6	766.4	389.6	501.9	472.1	434.5	986.8	432.7	482	484.9	330.8	394.9	431.9	519.2	499.1	510.5	788.1	691.4	510.1	401.4	478.9	457.4	461.3	441.4	576.1	350.3	612.1	460.8	473.5	518.8	548.9
5121-3	SEM6B	Q9H3T3	SEMA6B	1657	1704.4	2032.8	2006.9	1824.8	1586.1	1300.7	1636.5	1144.8	1545.3	1574.6	1334.3	1535.5	1430	1232.2	1846.1	1708.8	1150	1450.8	994.6	1341.8	1238.7	1801.4	1987.1	1363.5	1772.4	1666.6	1700.5	1304.6	1605.6	1348.3	1983.4	1254.1	1875.8	1275.8	1940.9	1864.8	1497.6	1870.8	1881.4
5124-69	sICAM-5	Q9UMF0	ICAM5	5642.2	5059.8	9609.2	7309.3	5530.5	3741.7	5956.4	5106.6	4226.2	7468.9	3784.4	3782.3	5867.1	7794.2	5371.5	4789.6	5071.6	7491.9	4883.3	6407.3	2720.1	3451.3	10043.4	3178.5	7369.1	9309.4	6847.1	4752.9	5358.9	5338.1	4943.3	6454.2	6705.1	4141.9	4816.2	6828.7	4065.9	6051.2	6647.7	5946.3
5128-53	SLAF6	Q96DU3	SLAMF6	368.2	381.1	591.9	310.7	453	397.4	416.6	483	369.7	318.8	509.6	424.1	330.5	391.7	327.6	666.1	377.2	353.8	346.9	301.1	289.3	316.1	523.7	369.1	346.6	483.9	433.4	404.6	292.5	367.3	349.6	378.4	344.3	496.6	280.2	454.9	423.6	411.3	453	377.4
5129-12	SREC-I	Q14162	SCARF1	4666.7	3689.9	4885.6	5391.8	4108.1	3812.7	3224.3	4786.1	4017.3	4337.4	7463.5	4106.2	4055.2	4091.9	3330.4	7868.5	3321.6	3399.5	5075.6	3261.7	3538.9	4646.5	4151.6	4993	4770.8	5698.1	6099.3	5953.4	3834.1	3741	4355.3	2661.1	5438.3	4938.2	4328.7	3878.5	3731	4337.3	6936.6	4352
5131-15	TAJ	Q9NS68	TNFRSF19	803.4	781.9	1454.8	750.8	2302.2	831.3	660.8	1041.3	721.9	696.3	1069	748.9	694.6	772.1	632	1226.1	741	740.7	817.6	738.4	835.1	780.8	844.9	939.6	768	1121.9	1706.7	1039.3	751.7	860.4	679.5	697.9	868.8	1141.3	722.4	1156.2	777.4	1035.2	1050	850.7
5132-71	TCCR	Q6UWB1	IL27RA	12588.5	13320.4	8265.2	13740.3	12000.7	10926.7	12741.3	11149.6	11491.4	10584.1	8927	11822.7	12067.6	9092	5841.1	6710	11547.4	13209.5	11648.8	8451	10662.4	10449.3	15361.4	8378.5	10682.6	14481.5	12217.9	12936.1	14186.4	11473.3	15343.4	13855.2	8799	10382.6	8730.5	13536.6	11802.2	12194.3	9118.2	10033.6
